request_number,request_status,request_date_processed,order_name_cargo,order_weight_cargo,order_volume_cargo,order_count_ts,order_cnt_trip,route_start_address,route_start_date,route_end_address,route_end_date,route_distance,route_time,route_time_zone_tag,object_expend_code,object_expend_name,route_polyline,route_points_json,pl_id,pl_ts_number,pl_date_out,pl_date_out_plan,pl_date_in_plan,pl_status,pl_close_list,ts_id_mo,ts_reg_number,ts_name_mo,calc_order_descr,extracted_request_number,calc_total_clock,calc_idle_clock,calc_object_expend,calc_route_distance,calc_route_time,glonass_distance,glonass_engine_time,mon_distance,mon_moving_time_hours,mon_engine_time_hours,mon_idling_time_hours,mon_fuel_rate,mon_parkings_count,mon_parkings_total_hours
121369,IN_WORK,24.01.2026 08:10:15,плита ПДН-14,3763.0,214.2,1.0,224.0,"71Н-1656 Подъезд к промпорту, Тобольск",01.02.2026,"Тобольск, Р-404 Тюмень — Тобольск — Ханты-Мансийск",01.03.2026,24686,1773414,МСК+2,A361975,Строительство и реконструкция моста через р. Иртыш. А/д Р-404,{rybJykk_LlGge@CsC@yBDeBJoBj@yFh@eD`AwFpEqU|EcXhRccA|BwMhR{mA|Gob@bAoHPq@Vo@p@eAdBaBaBwGkBuIyAqH_@oBs@cFaEkZo@aGEkA?}A^iCXeATq@Zk@h@o@^]rBo@hAWdAg@^]tN_Q|a@ah@~@mA|@sAdB_Dl@sAfc@wgAto@}`B|JuVbRqe@`C_G~@qBrAeCfAeBp@w@dAw@pAe@nBa@lBGnqAWtXMdx@Bbl@]bBDnMK|M?pNIhAEbBQxCc@~G}AvC_A`C}@vEuBpC}AjA}@rCgC|AaBzDsExFuH`GaJpAyBbCyEtCuHzBsG`GiOvGmNj@kApAwBfB_CvCoDlDwD|HuHrD{CjBsAnBcAnBw@|HkBdDg@nEg@|CWrLi@jD_@vKmBdH_Bn[yJdFmArCY~BGbKE`MZbNVvDT~Cd@jCn@fGnBjFzBpHlCxPrGfIpCxNnF|ClArg@fRtBhAhClBxBnBbE~DfFhG|EzGtBdDrCbFlAlC~B~F}@hBQFY[WOaDJa@N]p@Y\Wn@k@x@QH{@QW[Og@EqADcAXoAn@gBrAqBL_@h@qD?a@EW[o@WkAsE}GmAcAiCeDy@w@u@cAm@m@w@]{BiBo@jAuCfAiA?e@x@s@rB[hD,"[{""lat"": 58.299184389621146, ""lng"": 68.21951866149904, ""address"": ""71Н-1656 Подъезд к промпорту, Тобольск"", ""date"": ""01.02.2026"", ""time"": ""08:00""}, {""lat"": 58.14389475246397, ""lng"": 68.35899353027345, ""address"": ""Тобольск, Р-404 Тюмень — Тобольск — Ханты-Мансийск"", ""date"": ""01.03.2026"", ""time"": ""08:00""}]",798_03.02.2026,798,03.02.2026,03.02.2026 08:00:00,03.02.2026 20:00:00,CLOSED,05.02.2026,736,В614СО89,С/тягач КамАЗ 44108-24,"№121369/1 от 24.01.2026. ТФ ""Мостоотряд-36"" филиал АО ""Мостострой-11""",121369.0,11.0,0.0,A361975,,,,,70.03,2.76,12.0,9.24,47.699999999999996,18,8.71
121369,IN_WORK,24.01.2026 08:10:15,плита ПДН-14,3763.0,214.2,1.0,224.0,"71Н-1656 Подъезд к промпорту, Тобольск",01.02.2026,"Тобольск, Р-404 Тюмень — Тобольск — Ханты-Мансийск",01.03.2026,24686,1773414,МСК+2,A361975,Строительство и реконструкция моста через р. Иртыш. А/д Р-404,{rybJykk_LlGge@CsC@yBDeBJoBj@yFh@eD`AwFpEqU|EcXhRccA|BwMhR{mA|Gob@bAoHPq@Vo@p@eAdBaBaBwGkBuIyAqH_@oBs@cFaEkZo@aGEkA?}A^iCXeATq@Zk@h@o@^]rBo@hAWdAg@^]tN_Q|a@ah@~@mA|@sAdB_Dl@sAfc@wgAto@}`B|JuVbRqe@`C_G~@qBrAeCfAeBp@w@dAw@pAe@nBa@lBGnqAWtXMdx@Bbl@]bBDnMK|M?pNIhAEbBQxCc@~G}AvC_A`C}@vEuBpC}AjA}@rCgC|AaBzDsExFuH`GaJpAyBbCyEtCuHzBsG`GiOvGmNj@kApAwBfB_CvCoDlDwD|HuHrD{CjBsAnBcAnBw@|HkBdDg@nEg@|CWrLi@jD_@vKmBdH_Bn[yJdFmArCY~BGbKE`MZbNVvDT~Cd@jCn@fGnBjFzBpHlCxPrGfIpCxNnF|ClArg@fRtBhAhClBxBnBbE~DfFhG|EzGtBdDrCbFlAlC~B~F}@hBQFY[WOaDJa@N]p@Y\Wn@k@x@QH{@QW[Og@EqADcAXoAn@gBrAqBL_@h@qD?a@EW[o@WkAsE}GmAcAiCeDy@w@u@cAm@m@w@]{BiBo@jAuCfAiA?e@x@s@rB[hD,"[{""lat"": 58.299184389621146, ""lng"": 68.21951866149904, ""address"": ""71Н-1656 Подъезд к промпорту, Тобольск"", ""date"": ""01.02.2026"", ""time"": ""08:00""}, {""lat"": 58.14389475246397, ""lng"": 68.35899353027345, ""address"": ""Тобольск, Р-404 Тюмень — Тобольск — Ханты-Мансийск"", ""date"": ""01.03.2026"", ""time"": ""08:00""}]",799_03.02.2026,799,03.02.2026,03.02.2026 20:00:00,04.02.2026 08:00:00,CLOSED,05.02.2026,736,В614СО89,С/тягач КамАЗ 44108-24,"№121369/1 от 24.01.2026. ТФ ""Мостоотряд-36"" филиал АО ""Мостострой-11""",121369.0,11.0,0.0,A361975,,,,,52.89,1.1,12.0,10.9,36.2,4,10.87
121389,IN_WORK,23.01.2026 15:45:09,,,,1.0,56.0,Омск,01.02.2026,Харино,01.03.2026,54359,4411750,МСК+2,A362492,Строительство автомобильной дороги «Северный обход г. Омска»,ebnoIidm~LXFv@AxWgAtNu@z@AHr^?`p@AnMEjC?|Bh@dJ?`H\`Gd@~TPhYbBbcALxADrAFnAAb@GPSVc@XYb@b@vTTjIHt@pBkArK_IrIuGlc@}\vlAo_An@k@jE_F|UwXve@yj@~_@_d@dk@}p@~PqSzCiDfAcAtk@qc@t@s@X_@tCiFn@aAjBeBh@Yl@Qr@KfA?`@Bb@J~MvFxLjE`t@bV~[lKb\xKbm@`TdCv@zIzC~Ah@tPpDxD~@zEx@jE~@r@XnBlA~@v@zAxAnA`Bp^re@pMpQv[te@nG|JrCrDl@~@vCdFxKjPnE`GpEpFPk@PSnBsGtAvBpPhYn@x@pAzAfKdL~AvBxAxBsApDiArDuFhS]pA]|AKfAEn@yBzbA_GreCUbNGtJAnWAp@KpB}G~k@}Dj]SjCA`Bmb@hjAiMx\kBxFo@|Bo@rCmAjGi@nE_AbKaKvhAuCvZyDb_@gBnQk@lGu@|Ky@xM{HnyAiArRiAtU]`FeAhRq@rJkKvrAoA`Ok@nFi@fEe@~COx@m@hBsBlIo@xCqAbE}AdEwAbDuAnCuAfCiC|DsDxEaA|@cG~E_xAzfAs^zWyBnAsAdAaB`BaPpMoNlKgo@hf@uNpJuWtKw`Ax_@{fAh_@uErA_NbFoQnGcANO?]ESOg@w@oFmX{BiKqBaKwGa`@_A}GQeB_@yLeAgs@_@m^EsAI_ASeAa@wAUmAWuCA_DD}CA_BCqA_AeMEiA?_AJkCP_CPcBjEo\j@cFTiC?o@Kc@OSQGo@EmQJ{e@FgRHgXCk@Cc@Ma@UWYkHyLmAgBw@wA_@{@yCwKuBeI_@iA]w@iAiBa@k@g@]_@IsFNoAA{@ISM{@aA_@k@Ui@Sm@Mu@M_Ay@uKQoBcBiN_@_Fc@iHoAmPk@{GOaDIwDKcQA{JJ_Cx@wMJ_AF[HULQ\SJ{DD}CD_@\_B@]E[KWs@o@kCcDuA}@uB_Aw@k@mAgAm@_Ay@mBUWYI_@CcBBk@Ei@K{Ai@k@e@y@_AgBqCuBaEu@w@g@_@aIuB_HgA_JWiJ}@uHeAyAa@u@IkKj@{BB_Ha@yBNk@?WKGg@@o@vBuNB[?YGUMSc@KaAAiFF]GOOKWGyAEa@I_@{@aBc@e@k@_@qFuBqBiAgBwAcBsBYOo@OmI{@iAQgEgAcCy@_E{Ag@WoCuBkAeAa@c@aEoGmC_DyAoByAaBoGiEsA[}JcG]k@Kg@GgA?oAH_ANs@Ro@No@Bo@Ag@Mc@OSa@EgAL[?e@O}@c@u@e@Y_@KWEc@Bo@Fs@n@sERcC\eHjCmr@@iAMsB,"[{""lat"": 55.1286490684888, ""lng"": 73.30078125000001, ""address"": ""Омск"", ""date"": ""01.02.2026"", ""time"": ""08:00""}, {""lat"": 55.165338405970346, ""lng"": 73.17752838134767, ""address"": ""Харино"", ""date"": ""01.03.2026"", ""time"": ""08:00""}]",1259066955_03.02.2026,1259066955,03.02.2026,03.02.2026 08:00:00,04.02.2026 08:00:00,GIVED_BACK,,121,У519ХУ72,С/тягач Volvo FM Truck 6х4,"№121389/1 от 23.01.2026. ТФ ""Мостоотряд-36"" филиал АО ""Мостострой-11""",121389.0,,,A362492,,,,,88.38,2.58,5.74,3.16,61.7,16,21.22
121389,IN_WORK,23.01.2026 15:45:09,,,,1.0,56.0,Омск,01.02.2026,Харино,01.03.2026,54359,4411750,МСК+2,A362492,Строительство автомобильной дороги «Северный обход г. Омска»,ebnoIidm~LXFv@AxWgAtNu@z@AHr^?`p@AnMEjC?|Bh@dJ?`H\`Gd@~TPhYbBbcALxADrAFnAAb@GPSVc@XYb@b@vTTjIHt@pBkArK_IrIuGlc@}\vlAo_An@k@jE_F|UwXve@yj@~_@_d@dk@}p@~PqSzCiDfAcAtk@qc@t@s@X_@tCiFn@aAjBeBh@Yl@Qr@KfA?`@Bb@J~MvFxLjE`t@bV~[lKb\xKbm@`TdCv@zIzC~Ah@tPpDxD~@zEx@jE~@r@XnBlA~@v@zAxAnA`Bp^re@pMpQv[te@nG|JrCrDl@~@vCdFxKjPnE`GpEpFPk@PSnBsGtAvBpPhYn@x@pAzAfKdL~AvBxAxBsApDiArDuFhS]pA]|AKfAEn@yBzbA_GreCUbNGtJAnWAp@KpB}G~k@}Dj]SjCA`Bmb@hjAiMx\kBxFo@|Bo@rCmAjGi@nE_AbKaKvhAuCvZyDb_@gBnQk@lGu@|Ky@xM{HnyAiArRiAtU]`FeAhRq@rJkKvrAoA`Ok@nFi@fEe@~COx@m@hBsBlIo@xCqAbE}AdEwAbDuAnCuAfCiC|DsDxEaA|@cG~E_xAzfAs^zWyBnAsAdAaB`BaPpMoNlKgo@hf@uNpJuWtKw`Ax_@{fAh_@uErA_NbFoQnGcANO?]ESOg@w@oFmX{BiKqBaKwGa`@_A}GQeB_@yLeAgs@_@m^EsAI_ASeAa@wAUmAWuCA_DD}CA_BCqA_AeMEiA?_AJkCP_CPcBjEo\j@cFTiC?o@Kc@OSQGo@EmQJ{e@FgRHgXCk@Cc@Ma@UWYkHyLmAgBw@wA_@{@yCwKuBeI_@iA]w@iAiBa@k@g@]_@IsFNoAA{@ISM{@aA_@k@Ui@Sm@Mu@M_Ay@uKQoBcBiN_@_Fc@iHoAmPk@{GOaDIwDKcQA{JJ_Cx@wMJ_AF[HULQ\SJ{DD}CD_@\_B@]E[KWs@o@kCcDuA}@uB_Aw@k@mAgAm@_Ay@mBUWYI_@CcBBk@Ei@K{Ai@k@e@y@_AgBqCuBaEu@w@g@_@aIuB_HgA_JWiJ}@uHeAyAa@u@IkKj@{BB_Ha@yBNk@?WKGg@@o@vBuNB[?YGUMSc@KaAAiFF]GOOKWGyAEa@I_@{@aBc@e@k@_@qFuBqBiAgBwAcBsBYOo@OmI{@iAQgEgAcCy@_E{Ag@WoCuBkAeAa@c@aEoGmC_DyAoByAaBoGiEsA[}JcG]k@Kg@GgA?oAH_ANs@Ro@No@Bo@Ag@Mc@OSa@EgAL[?e@O}@c@u@e@Y_@KWEc@Bo@Fs@n@sERcC\eHjCmr@@iAMsB,"[{""lat"": 55.1286490684888, ""lng"": 73.30078125000001, ""address"": ""Омск"", ""date"": ""01.02.2026"", ""time"": ""08:00""}, {""lat"": 55.165338405970346, ""lng"": 73.17752838134767, ""address"": ""Харино"", ""date"": ""01.03.2026"", ""time"": ""08:00""}]",1259066998_03.02.2026,1259066998,03.02.2026,03.02.2026 08:00:00,04.02.2026 08:00:00,GIVED_BACK,,121,У519ХУ72,С/тягач Volvo FM Truck 6х4,"№121389/1 от 23.01.2026. ТФ ""Мостоотряд-36"" филиал АО ""Мостострой-11""",121389.0,,,A362492,,,,,88.38,2.58,5.74,3.16,61.7,16,21.22
121468,IN_WORK,24.01.2026 14:39:41,Свая С14-35Т5,924.5,375.659,1.0,28.0,"ВСЖМ 3 этап, ПК2694, 49Н-1234 Окуловка - Мельница",01.02.2026,"Окуловка, Дубецкая дорога",28.02.2026,5539,337308,МСК+2,A362578,Создание высокоскоростной ж/д мгстр. Санкт-Петербург – Москва (уч. Крюково (Алабушево) – Обухово). 3 Этап – Стр-во уч. Валдай ВСМ. Новгородская обл.,i}ccJ_wfjEmC_@u@Ci@Nc@`@{@`BsAtAaChE}CdH}FvNu@`Cs@bAk@f@qCj@cCbA{@Ou@g@i@aAw@aBcBoF]o@_BgBsDsBmA[sAm@iDeAwEw@eA]g@k@wCcEgAu@kD}@Yd@g@Z_@DWGe@YeCeC[AuBjG{BzHmA~C_@n@SRJh@vAbEjC`O`BnIkKjOC|AOdAS|@iBtF_AxDu@xEoErUIl@IrAPjNXzJ?zAG|AO`C_@zEc@bE{@~FgAhI{A`I]vBm@|@eJvJYj@O~@}Bn{@kBbL[z@,"[{""lat"": 58.35221091545172, ""lng"": 33.30190658394714, ""address"": ""ВСЖМ 3 этап, ПК2694, 49Н-1234 Окуловка - Мельница"", ""date"": ""01.02.2026"", ""time"": ""08:00""}, {""lat"": 58.38295340115731, ""lng"": 33.25462818145753, ""address"": ""Окуловка, Дубецкая дорога"", ""date"": ""28.02.2026"", ""time"": ""20:00""}]",1259067401_03.02.2026,1259067401,03.02.2026,03.02.2026 08:00:00,04.02.2026 08:00:00,PRINTING,,6152,А471ВК172,С/Тягач MAN 6*6,"№121468/1 от 24.01.2026. ТФ ""Мостоотряд-15"" филиал АО ""Мостострой-11""",121468.0,,0.0,A362578,,,,,308.9,5.12,9.28,4.16,438.6,11,18.05
121830,IN_WORK,31.01.2026 16:34:57,"Раздвижной трал для подвоза трубы 1020, длина трубы - 40 м., вес 628,32 тонн, выработка в смену 22,4",538.5,250.0,1.0,28.0,"Пожарная улица, Красная Горка",01.02.2026,Омск,28.02.2026,37894,9569224,МСК+2,A362492,Строительство автомобильной дороги «Северный обход г. Омска»,s{loI}kj}LUDg@XaADgEGm@IyAk@sDgE_@k@Qg@oAoFQa@SYSM_@Gs@Bm@ZMPITGZK~@y@vMK~B@zJJbQHvDN`Dj@zGnAlPb@hH^~EbBhNPnBx@tKL~@Lt@Rl@Th@^j@z@`ARLz@HnA@rFO^Hf@\`@j@hAhB\v@^hAbEvOjAdE^z@pLxRVX`@Tb@Lj@BfXBfRIze@GlQKn@DPFNRJb@?n@UhCk@bFkEn\QbBQ~BKjC?~@DhA~@dMBpA@~AE|C@~CVtCTlA`@vARdAH~@DrA^l^dAfs@VfJFpAPdB~@|GvG``@pB`KzBhKnFlX@j@Cd@I^KXwAhA{k@pW_A~@K\C\Db@LZNPjA^dBVjGdBnEbAdCVtC@tCSrDeAnB}@rDaCrGoFjAgApAyAfA{AxDeH~EeKxAkC~@iA`B{AxA_AhFuCzfAi_@v`Ay_@tWuKtNqJfo@if@nNmK`PqMhBaArAcApBqBr^{W~wA{fAbG_F`A}@rDyEhC}DtAgCtAoCvAcD|AeElCqItBiIVsA|@_Gh@gEj@oFnAaOpDed@xEqm@p@sJdAiR\aFhAuUhAsRzHoyAx@yMt@}Kj@mGfBoQxDc_@tCwZ`KwhAwBb@cDf@kCNaDBu@JaYj@{K\}KRuLb@uC@sBKSCWS_@k@{HrTmErLm@}@yHwCaWxh@w_@fi@eXdMcp@jMiN]}QdXeT|OkXdBeRb@qg@vJ}APyDfAij@bMwkAt[gmApd@oa@~MoXeBe[{N,"[{""lat"": 55.12138568243934, ""lng"": 73.13117980957033, ""address"": ""Пожарная улица, Красная Горка"", ""date"": ""01.02.2026"", ""time"": ""08:00""}, {""lat"": 55.118637029676854, ""lng"": 73.1407928466797, ""address"": ""Омск"", ""date"": ""28.02.2026"", ""time"": ""20:00""}]",1259067069_03.02.2026,1259067069,03.02.2026,03.02.2026 08:00:00,04.02.2026 08:00:00,NOTUSED,,1662,С299ОА72,С/тягач Mercedes-Benz Actros 3346S,"№121830/1 от 31.01.2026. ТФ ""Мостоотряд-36"" филиал АО ""Мостострой-11""",121830.0,,,A362492,,,,,77.82,2.79,12.33,9.54,72.5,28,20.67
